source:,https://www.sec.gov/cgi-bin/browse-edgar?action=getcurrent,,forms_checked:,53161
number_loans:,1,,total_loan_amount:,1390298467
last_updated:,"2021-01-07 00:07:57"
name,ticker,exchange,cik,sector,industry,market_cap,market_cap_date,accession_number,sec_url,form,sec_filing_date,loan_amount_usd,note,revenue_consensus,full_time_employees,city,state,state_code,zipcode,country_code,metro_area_cbsa,website,summary,returned_loan,return_filing,bank
"Eton Pharmaceuticals, Inc.",ETON,NASDAQ,0001710340,"Health Care","Major Pharmaceuticals",196856023,,0000149315220007843,https://www.sec.gov/Archives/edgar/data/1710340/000149315220007843/0001493152-20-007843-index.htm,8-K,2020-05-06,360805,,1510000,17,"Deer Park",Iowa,IA,52802,US,"Davenport-Moline-Rock Island, IA-IL",http://www.etonpharma.com,"Eton Pharmaceuticals, Inc., a specialty pharmaceutical company, focuses on developing and commercializing pharmaceutical products. The company offers Biorphen, a phenylephrine hydrochloride injection for the treatment of clinically important hypotension resulting primarily from vasodilation in the setting of anesthesia. It also develops EM-100, an ophthalmic product for the treatment of allergic conjunctivitis; ET-203, which is injectable product candidates for use in the hospital setting; ET-103, an oral liquid product candidate for hypothyroidism; ET-101 and ET-104, which are oral liquid product candidates for neurological indications; DS-300 and DS-100, which are injectable product candidates; and ET-105, a lamotrigine for oral suspension. Eton Pharmaceuticals, Inc. was founded in 2017 and is based in Deer Park, Illinois.",FALSE,,"Bank of America"
"Soleno Therapeutics, Inc.",SLNO,NASDAQ,0001484565,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",153658286,,0000119312520123011,https://www.sec.gov/Archives/edgar/data/1484565/000119312520123011/0001193125-20-123011-index.htm,8-K,2020-04-28,350445,,,12,"Redwood City",California,CA,94065,US,"San Francisco-Oakland-Hayward, CA",http://soleno.life,"Soleno Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of novel therapeutics for the treatment of rare diseases. Its lead candidate is Diazoxide Choline Controlled Release (DCCR), a once-daily oral tablet for the treatment of Prader-Willi Syndrome (PWS), is being evaluated in a Phase III clinical development program. The company was formerly known as Capnia, Inc. and changed its name to Soleno Therapeutics, Inc. in May 2017. Soleno Therapeutics, Inc. was incorporated in 1999 and is headquartered in Redwood City, California.",FALSE,,"Silicon Valley Bank"
"Nxt-ID, Inc.",NXTD,NASDAQ,0001566826,"Consumer Services","Diversified Commercial Services",56015923,,0000121390020011833,https://www.sec.gov/Archives/edgar/data/1566826/000121390020011833/0001213900-20-011833-index.htm,8-K,2020-05-12,346390,,4860000,30,Oxford,Connecticut,CT,06478,US,"New Haven-Milford, CT",http://www.nxt-id.com,"Nxt-ID, Inc. provides technology products and services for healthcare applications. It develops and markets solutions for payment, Internet of Things (IoT), and healthcare applications with experience in access control, biometric and behavior-metric identity verification, security and privacy, encryption and data protection, payments, miniaturization, and sensor technologies. The company, through its subsidiary, LogicMark LLC, manufactures and distributes non-monitored and monitored personal emergency response systems sold through dealers/distributors and the United States Department of Veterans Affairs. It serves various end markets, including the security, healthcare, financial technology, and the IoT markets. Nxt-ID, Inc. was founded in 2011 and is headquartered in Oxford, Connecticut.",FALSE,,"Bank of America"
"DropCar, Inc.",DCAR,NASDAQ,0001086745,"Consumer Services","Telecommunications Equipment",4863108,,0000149315220009426,https://www.sec.gov/Archives/edgar/data/1086745/000149315220009426/0001493152-20-009426-index.htm,8-K,2020-05-19,345294,"Filed notice with SEC that the company will return $345,294 loan on 5/19/20.",,5,"New York","New York",NY,10018,US,"New York-Newark-Jersey City, NY-NJ-PA",http://drop.car,"DropCar, Inc. provides automotive vehicle support, fleet logistics, and concierge services for consumers and automotive industries in the United States. The company offers Vehicle Assistance and Logistics (VAL) platform and mobile application (app) to assist consumers and automotive-related companies. Its VAL platform is a Web-based interface that facilitates service by coordinating the movements and schedules of trained valets who pick up and drop off cars at dealerships and customer locations; and app tracks progress and provides email and text notifications on status to dealers and customers. DropCar, Inc. is based in New York, New York.",TRUE,https://www.sec.gov/Archives/edgar/data/1086745/000149315220009426/0001493152-20-009426-index.htm,Chase
"Jones Soda Co.",JSDA,OTC,0001083522,"Consumer Defensive",Beverages,11627445,,0000108352220000023,https://www.sec.gov/Archives/edgar/data/1083522/000108352220000023/0001083522-20-000023-index.htm,8-K,2020-04-30,334500,,,29,Seattle,Washington,WA,98134,US,"Seattle-Tacoma-Bellevue, WA",http://www.jonessoda.com,"Jones Soda Co., together with its subsidiaries, develops, produces, markets, and distributes beverages primarily in the United States, Canada, and internationally. The company provides Jones Soda, a premium carbonated soft drink; Lemoncocco, a premium non-carbonated beverage; and co-brand and private label products. It also offers fountain products, including cane sugar cola and sugar free cola, as well as cane sugar sweetened ginger ale, orange and cream, root beer, and lemon lime. The company sells its products primarily in grocery stores, convenience and gas stores, restaurants, delicatessens, and sandwich shops, as well as through national accounts with various retailers. It also sells various products online, including soda with customized labels, wearables, candy, and other items, as well as licenses its trademarks for use on products sold by other manufacturers. The company sells and distributes its products through a network of independent distributors, as well as directly to its national and regional retail accounts. Jones Soda Co. was founded in 1986 and is headquartered in Seattle, Washington.",FALSE,,"HomeStreet Bank"
"Westwater Resources, Inc.",WWR,NASDAQ,0000839470,"Basic Industries","Precious Metals",94517265,,0000105291820000112,https://www.sec.gov/Archives/edgar/data/839470/000105291820000112/0001052918-20-000112-index.htm,8-K,2020-05-05,330935,,,28,Centennial,Colorado,CO,80112,US,"Denver-Aurora-Lakewood, CO",http://www.westwaterresources.net,"Westwater Resources, Inc. operates as a diversified energy materials development company. The company's principal project is the Coosa graphite project covering an area of approximately 41,964 acres situated in east-central Alabama. It also holds interest in three lithium brine exploration projects, which include Columbus Basin project in western Nevada; the Railroad Valley project in east-central Nevada; and the Sal Rica Project in northwestern Utah. It addition, the company holds interest in various uranium projects in New Mexico and Texas. The company was formerly known as Uranium Resources, Inc. and changed its name to Westwater Resources, Inc. in August 2017. Westwater Resources, Inc. was founded in 1977 and is based in Centennial, Colorado.",FALSE,,"Celtic Bank"
"MamaMancini's Holdings, Inc.",MMMB,OTC,0001520358,"Consumer Defensive","Sausages and other prepared meats",51185920,,0000149315220006975,https://www.sec.gov/Archives/edgar/data/1520358/000149315220006975/0001493152-20-006975-index.htm,10-K,2020-04-23,330000,,9130000,,"East Rutherford","New Jersey",NJ,07073,US,"New York-Newark-Jersey City, NY-NJ-PA",http://www.mamamancinis.com,"MamaMancini's Holdings, Inc. manufactures and distributes prepared, frozen, and refrigerated food products primarily in the United States. The company offers beef and turkey meatballs, meat loaf, chicken, and sausage-related products and pasta entrees with Sauce; and meats and sauces. It sells its products to supermarkets and mass-market retailers, and food retailers and distributors. MamaMancini's Holdings, Inc. was founded in 2010 and is headquartered in East Rutherford, New Jersey.",FALSE,,"M&T Bank"
"SCI Engineered Materials, Inc.",SCIA,OTC,0000830616,Technology,"Electrical Industrial Apparatus",4000906,,0000110465920053410,https://www.sec.gov/Archives/edgar/data/830616/000110465920053410/0001104659-20-053410-index.htm,8-K,2020-04-29,325300,,,22,Columbus,Ohio,OH,43228,US,"Columbus, OH",http://www.sciengineeredmaterials.com,"SCI Engineered Materials, Inc. engages in manufacturing and supplying materials for physical vapor deposition thin film applications. The company offers ceramic targets, metal sputtering targets, and backing plates for use in semiconductors, flat panel displays, photonics, glass, transparent electronics, and thin film solar and battery products. Its material are used to produce nano layers of metals and oxides for advanced material systems; and in applying decorative coatings for end uses, such as sink faucets to produce various electronic, photonic, and semiconductor products. The company serves domestic and multi-national corporations, universities, and research institutions. It distributes its products directly, as well as through independent manufacturers' representatives in the United States; and independent distributors and manufacturers' representatives internationally. The company was formerly known as Superconductive Components, Inc. and changed its name to SCI Engineered Materials, Inc. in 2007. SCI Engineered Materials, Inc. was founded in 1987 and is headquartered in Columbus, Ohio.",FALSE,,Unidentified
"Helius Medical Technologies, Inc.",HSDT,NASDAQ,0001610853,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",558686,,0000119312520108654,https://www.sec.gov/Archives/edgar/data/1610853/000119312520108654/0001193125-20-108654-index.htm,8-K,2020-04-16,323000,"Filed notice with SEC that the company will return $323,000 loan on 4/16/20.",,19,Newtown,Pennsylvania,PA,18940,US,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",http://heliusmedical.com,"Helius Medical Technologies, Inc., a neurotechnology company, focuses on developing, licensing, or acquiring noninvasive technologies for the treatment of symptoms caused by neurological disease or trauma. The company's product is Portable Neuromodulation Stimulator, a medical device in Canada for the treatment of chronic balance deficit associated with a mild to moderate traumatic brain injury. Its PoNS device treats neurostimulation of cranial nerves via the tongue to restore lost function. Helius Medical Technologies, Inc. is headquartered in Newtown, Pennsylvania.",TRUE,https://www.sec.gov/Archives/edgar/data/1610853/000119312520136362/0001193125-20-136362-index.htm,"JPMorgan Chase Bank"
"Inuvo, Inc.",INUV,"NYSE MKT",0000829323,"Consumer Services",Advertising,15430152,,0000082932320000029,https://www.sec.gov/Archives/edgar/data/829323/000082932320000029/0000829323-20-000029-index.htm,8-K,2020-04-20,315000,,12310000,,"Little Rock",Arkansas,AR,72201,US,"Little Rock-North Little Rock-Conway, AR",http://www.inuvo.com,"Inuvo, Inc., together with its subsidiaries, a technology company, provides data-driven platforms that automatically identify and message online audiences across video, mobile, connected TV, display, and social and native devices, channels, and formats in the United States. The company's digital marketplace allows advertisers and publishers the opportunity to buy and sell advertising space in real time. Its products and services include ValidClick, a software as a service and delivery platform for publishers that offers a pay-per-click solution where advertisements are targeted to consumers based on content and behaviors; IntentKey, a consumer intent recognition system designed to reach targeted mobile and desktop in-market audiences; and Digital Publishing in branded Web properties in categories of health, finance, travel, entertainment, careers, education, lifestyle, and automotive. The company's marketing channels consist of Websites, social media, blogs, public relations, trade shows, and conferences. Inuvo, Inc. was incorporated in 1987 and is headquartered in Little Rock, Arkansas.",FALSE,,"Relyance Bank"
"ENDRA Life Sciences Inc.",NDRA,NASDAQ,0001681682,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",24720683,,0000165495420004473,https://www.sec.gov/Archives/edgar/data/1681682/000165495420004473/0001654954-20-004473-index.htm,8-K,2020-04-27,308600,,,15,"Ann Arbor",Michigan,MI,48105,US,"Ann Arbor, MI",http://www.endrainc.com,"ENDRA Life Sciences Inc. develops medical imaging technology based on the thermos-acoustic effect that improves the sensitivity and specificity of clinical ultrasound. It offers diagnostic imaging technologies, such as computed tomography, magnetic resonance imaging, and ultrasound that allow physicians to look inside a person's body to guide treatment or gather information about medical conditions, such as broken bones, cancers, signs of heart disease, or internal bleeding. It also offers Nexus-128 system that combines light-based thermos-acoustics and ultrasound to address the imaging needs of researchers studying disease models in pre-clinical applications. ENDRA Life Sciences Inc. has collaborative research agreement with General Electric Company. The company was incorporated in 2007 and is based in Ann Arbor, Michigan.",FALSE,,"First Republic Bank"
"TrovaGene, Inc.",TROV,NASDAQ,0001213037,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",13103194,,0000162828020005079,https://www.sec.gov/Archives/edgar/data/1213037/000162828020005112/0001628280-20-005112-index.htm,8-K,2020-04-17,305000,,,12,"San Diego",California,CA,92121,US,"San Diego-Carlsbad, CA",http://trovageneoncology.com,"Trovagene, Inc., a clinical-stage, oncology therapeutic company, develops drugs to treat various types of cancer, including leukemia, lymphomas, and solid tumors. Its lead drug candidate is onvansertib, a Polo-like Kinase 1 selective adenosine triphosphate competitive inhibitor that is in Phase Ib/II clinical trial in acute myeloid leukemia (AML); has completed a Phase I clinical trial in advanced solid tumors; and Phase Ib/II clinical trial for metastatic Colorectal Cancer in combination with FOLFIRI and Avastin. The onvansertib is also in Phase II clinical trial in combination with Zytiga for metastatic castration-resistant prostate cancer; Phase I clinical trial with various chemotherapies and targeted therapeutics, such as Beleodaq (belinostat); Quizartinib (AC220), a development stage FLT3 inhibitor; and Velcade (bortezomib) used in leukemias, lymphomas, and solid tumor cancers. The company primarily serves pharmaceutical companies. Trovagene, Inc. has a research collaboration with Nektar Therapeutics for the treatment of metastatic colorectal cancer. The company was formerly known as Xenomics, Inc. and changed its name to Trovagene, Inc. in January 2010. Trovagene, Inc. was founded in 1999 and is headquartered in San Diego, California.",FALSE,,"JPMorgan Chase Bank"
"Lodging Fund REIT III, Inc.",,,0001745032,,,,,0000155837020003942,https://www.sec.gov/Archives/edgar/data/1745032/000155837020003942/0001558370-20-003942-index.htm,8-K,2020-04-16,286100,,,,,,,,,,,,FALSE,,"Western State Bank"
"CFN Enterprises, Inc.",CNFN,OTC,0001352952,"Communication Services","Business services, misc",3489000,,0000143774920010427,https://www.sec.gov/Archives/edgar/data/1352952/000143774920010427/0001437749-20-010427-index.htm,8-K,2020-05-12,263000,,,58,"Santa Monica",California,CA,90405,US,"Los Angeles-Long Beach-Anaheim, CA",http://www.cfnenterprisesinc.com,,FALSE,,"Pacific Western Bank"
"ADOMANI, Inc.",ADOM,OTC,0001563568,"Capital Goods","Auto Parts:O.E.M.",8060000,,0000156459020023595,https://www.sec.gov/Archives/edgar/data/1563568/000156459020023595/0001564590-20-023595-index.htm,8-K,2020-05-08,261244,,4390000,11,Corona,California,CA,92880,US,"Riverside-San Bernardino-Ontario, CA",http://www.adomanielectric.com,"ADOMANI, Inc. provides zero-emission electric and hybrid drivetrain systems for integration in new and existing school buses and medium to heavy-duty commercial fleet vehicles. Its products include traction motor/generator and motor controller, as well as power-flow set up for direct-drive configuration, which is a single speed gearbox, or a multi-gear ration transmission system. The company also offers lithium-ion battery packs, inverters, chargers, electrically driven systems for power steering and brakes, wiring harnesses, flat screen user-interface, and fleet technician diagnostic tools. ADOMANI, Inc. was founded in 2012 and is headquartered in Corona, California.",FALSE,,"Wells Fargo Bank"
"Crawford United Corporation",CRAWA,OTC,0000047307,,"Process control instruments",,,0000143774920012811,https://www.sec.gov/Archives/edgar/data/47307/000143774920012839/0001437749-20-012839-index.htm,8-K,2020-06-10,253071,,,,,,,,,,,,FALSE,,"First Federal Savings and Loan"
"Mateon Therapeutics, Inc.",MATN,OTC,0000908259,Healthcare,"Pharmaceutical preparations",15156754,,0000149315220007135,https://www.sec.gov/Archives/edgar/data/908259/000149315220007135/0001493152-20-007135-index.htm,8-K,2020-04-27,250000,,,,"Agoura Hills",California,CA,91301,US,"Los Angeles-Long Beach-Anaheim, CA",http://www.oncotelic.com,"Oncotelic Inc. provides a therapeutic platform. The company conducts registration trials for multiple cancer indications, including pancreatic, melanoma, and glioblastoma; and develops a personalized dosing TGF-beta antisense. Its pipeline products include Pac-TDM to improve safety and efficacy of paclitaxel nanomedicine; HTN-TDM to treat uncontrolled hypertension; COX-TDM to improve efficacy and safety of COX-2 inhibitors; DNA-TDM to improve efficacy and safety of TGF-beta inhibitor; dual Cox-2 and personalized dosing Cox-2 inhibitors; ARB/statin FDC; personalized dosing ARB/statin FDC; next generation NP-paclitaxel; personalized dosing NP-paclitaxel; and biomarker-based personalized dosing NP-paclitaxel. The company was incorporated in 2015 and is based in Agoura Hills, California.",FALSE,,"Silicon Valley Bank"
"Maui Land & Pineapple Company, Inc.",MLP,NYSE,0000063330,Finance,"Real Estate",223268684,,0000143774920008261,https://www.sec.gov/Archives/edgar/data/63330/000143774920008261/0001437749-20-008261-index.htm,10-Q,2020-04-23,246000,,,11,Lahaina,Hawaii,HI,96761,US,"Kahului-Wailuku-Lahaina, HI",http://www.mauiland.com,"Maui Land & Pineapple Company, Inc., together with its subsidiaries, develops, manages, and sells residential, resort, commercial, agricultural, and industrial real estate properties in the United States. The company operates through Real Estate, Leasing, and Resort Amenities segments. The Real Estate segment is involved in the land planning and entitlement, development, and sale of its landholdings on Maui. This segment also provides licensed general brokerage services for properties in the Kapalua Resort and surrounding areas. The Leasing segment leases residential, resort, commercial, agricultural, and industrial land and properties; and licenses its registered trademarks and trade names, as well as provides stewardship and conservation services. This segment also operates ditches, reservoirs, and well systems that provide potable and non-potable water to West and Upcountry Maui areas. The Resort Amenities segment manages the operations of the Kapalua Club, a private, non-equity club program providing its members special programs, access, and other privileges at certain amenities at the Kapalua Resort. It owns approximately 23,000 acres of land on the island of Maui, Hawaii. Maui Land & Pineapple Company, Inc. was founded in 1909 and is based in Lahaina, Hawaii.",FALSE,,Unidentified
"Tenax Therapeutics, Inc.",TENX,NASDAQ,0000034956,"Health Care","Biotechnology: Commercial Physical & Biological Resarch",23472026,,0000165495420004979,https://www.sec.gov/Archives/edgar/data/34956/000165495420004979/0001654954-20-004979-index.htm,8-K,2020-05-06,244657,,,9,Morrisville,"North Carolina",NC,27560,US,"Durham-Chapel Hill, NC",http://www.tenaxthera.com,"Tenax Therapeutics, Inc., a specialty pharmaceutical company, focuses on identifying, developing, and commercializing products for cardiovascular and pulmonary diseases in the United States and Canada. The company focuses on the development and commercialization of pharmaceutical products containing levosimendan, 2.5 mg/ml concentrate for solution for infusion/5ml vial for use in the reduction of morbidity and mortality in cardiac surgery patients at risk for developing low cardiac output syndrome. It is also involved in initiating a Phase 2 clinical trial of levosimendan for the treatment of patients with pulmonary hypertension associated with heart failure with preserved ejection fraction. The company was formerly known as Oxygen Biotherapeutics, Inc. and changed its name to Tenax Therapeutics, Inc. in September 2014. Tenax Therapeutics, Inc. was founded in 1967 and is headquartered in Morrisville, North Carolina.",FALSE,,"First Horizon Bank"
"Gaucho Group Holdings, Inc.",VINO,OTC,0001559998,"Real Estate","Subdivisers and developers, misc",21095000,,0000149315220009179,https://www.sec.gov/Archives/edgar/data/1559998/000149315220009179/0001493152-20-009179-index.htm,8-K,2020-05-15,242487,,,65,"New York","New York",NY,10010,US,"New York-Newark-Jersey City, NY-NJ-PA",http://www.gauchoholdings.com,"Gaucho Group Holdings, Inc., through its subsidiaries, invests in, develops, and operates real estate projects in Argentina. The company also owns and operates Algodon Mansion, a luxury boutique hotel in Buenos Aires; and Algodon Wine Estates, a winery and golf resort with tennis courts, dining, and hotel amenities in Mendoza, as well as subdivides property for residential development. In addition, it manufactures, distributes, and sells ready-to-wear leather goods and accessories; and men, women, and unisex fragrance products under the Homme, Femme, and Vamos Sport names, as well as operates gauchobuenosaires.com e-commerce platform that sells designer clothing focusing on leather goods and accessories, including leather handbags, silk scarves, leather jackets, sportswear, branded t-shirts, and hand-knit ponchos. The company was formerly known as Algodon Group, Inc. and changed its name to Gaucho Group Holdings, Inc. in March 2019. Gaucho Group Holdings, Inc. was founded in 1999 and is headquartered in New York, New York.",FALSE,,"Santander Bank"
"Regional Health Properties, Inc.",RHE,"NYSE MKT",0001004724,"Health Care","Hospital/Nursing Management",2279000,,0000156459020031506,https://www.sec.gov/Archives/edgar/data/1004724/000156459020031506/0001564590-20-031506-index.htm,8-K,2020-07-01,228700,,,14,Suwanee,Georgia,GA,30024,US,"Atlanta-Sandy Springs-Roswell, GA",http://regionalhealthproperties.com,"Regional Health Properties, Inc., through its subsidiaries, operates as a self-managed healthcare real estate investment company that invests primarily in real estate purposed for long-term and senior living. The company's facilities offer a range of health care and related services to patients and residents, including skilled nursing and assisted living services, social services, various therapy services, and other rehabilitative and healthcare services for long-term and short-stay patients and residents. As of April 2, 2020, it owned, leased, or managed 24 facilities for third parties comprising 2,517 operational beds/units in Alabama, Georgia, North Carolina, Ohio, and South Carolina. The company was founded in 1988 and is headquartered in Suwanee, Georgia.",FALSE,,"Greater Nevada Credit Union"
"BAB, Inc.",BABB,OTC,0001123596,"Consumer Defensive","Bakery Products",4430741,,0000143774920009415,https://www.sec.gov/Archives/edgar/data/1123596/000143774920009415/0001437749-20-009415-index.htm,8-K,2020-05-05,228155,,,13,Deerfield,Illinois,IL,60015,US,"Chicago-Naperville-Elgin, IL-IN-WI",http://www.babcorp.com,"BAB, Inc. franchises and licenses bagel and muffin retail units under the BAB, MFM, and SD trade names in the United States. It's BAB franchised brand consists of units operating as Big Apple Bagels featuring daily baked bagels, flavored cream cheeses, premium coffees, gourmet bagel sandwiches, and other related products. The company's MFM brand consists of units operating as My Favorite Muffin Gourmet Muffin Bakery featuring various freshly baked muffins and coffees; and units operating as My Favorite Muffin Your All Day Bakery Café featuring specialty bagel sandwiches and related products. Its SweetDuet brand includes frozen yogurt products. As of November 30, 2019, the company had 72 franchise units and 7 licensed units in operation in 23 states and the United Arab Emirates. BAB, Inc. was incorporated in 2000 and is based in Deerfield, Illinois.",FALSE,,"Lake Forest Bank and Trust"
"Amerinac Holding Corp.",PAOS,OTC,0000936446,Industrials,Hardware,15581800,,0000147793220002164,https://www.sec.gov/Archives/edgar/data/936446/000147793220002164/0001477932-20-002164-index.htm,8-K,2020-04-24,227800,,,80,Chillicothe,Ohio,OH,45601,US,"Chillicothe, OH",http://www.amerinac.com,"Amerinac Holding Corp., through its subsidiaries, manufactures, supplies, and sells ingots, electrode and, shot products, and master alloys in the United States. It offers toll conversion melting services; and distributes nut and bolt products, and a proprietary locking washer product that is used primarily for industrial/commercial applications. The company also manufactures specialty stainless steel and related products for steel mills, steel forging operations, and various metal fabrication facilities. In addition, it engages in the distribution of fasteners primarily for the heavy truck, automotive, transportation, and infrastructure industries. Amerinac Holding Corp. offers its specialty ingots and electrode products for investment casting, forging, ring rolling, and plate production applications; shot products and master alloys to other melt shops; and manufacturing support services. The company was formerly known as Precision Aerospace Components, Inc. and changed its name to Amerinac Holding Corp. in June 2017. Amerinac Holding Corp. was founded in 1938 and is based in Chillicothe, Ohio.",FALSE,,"Berkshire Bank"
"VistaGen Therapeutics, Inc.",VTGN,NASDAQ,0001411685,"Health Care","Major Pharmaceuticals",266086751,,0000165495420004484,https://www.sec.gov/Archives/edgar/data/1411685/000165495420004484/0001654954-20-004484-index.htm,8-K,2020-04-27,224000,,,9,"South San Francisco",California,CA,94080,US,"San Francisco-Oakland-Hayward, CA",http://www.vistagen.com,"VistaGen Therapeutics, Inc., a clinical-stage biopharmaceutical company, engages in developing and commercializing medicines to treat diseases and disorders of the central nervous system. It focuses on depressive and social anxiety disorders. The company's lead product candidate is AV-101 that is in Phase II clinical trial for the treatment of chronic neuropathic pain, epilepsy, major depressive disorder (MDD), parkinson's disease levodopa-induced dyskinesia, and others; PH94B, a neuroactive nasal spray that is in Phase II clinical trial for social anxiety disorder (SAD) and Phase III cross over study for SAD, and Phase IIa clinical trial for generalized anxiety disorder; and PH10, a neuroactive nasal spray that is in Phase IIa clinical trial for MDD. VistaGen Therapeutics, Inc. has licensing, sublicensing, and collaboration agreements with Pherin Pharmaceuticals, Inc.; BlueRock Therapeutics, LP; and Cato Research Ltd. The company was founded in 1998 and is headquartered in South San Francisco, California.",FALSE,,"Silicon Valley Bank"
"Innovate Biopharmaceuticals, Inc.",INNT,NASDAQ,0001551986,"Health Care","Major Pharmaceuticals",23141987,,0000155198620000066,https://www.sec.gov/Archives/edgar/data/1551986/000155198620000066/0001551986-20-000066-index.htm,8-K,2020-04-22,220205,"Filed notice with SEC that the company will return $220,205 loan on 4/22/20.",,8,Raleigh,"North Carolina",NC,27615,US,"Raleigh, NC",http://www.innovatebiopharma.com,"Innovate Biopharmaceuticals, Inc., a clinical-stage biopharmaceutical company, develops medicines for autoimmune and inflammatory diseases. The company's lead product candidate is INN-202 that has completed Phase IIb clinical trial for the treatment of celiac disease. It also develops INN-108, which has completed Phase I clinical trial to treat mild-to-moderate ulcerative colitis; INN-217 for the treatment of non-alcoholic steatohepatitis and microbiome; and INN-289 to treat crohn's disease, as well as product for the treatment of alcoholic steatohepatitis (ASH). In addition, the company holds rights for INN-329, a formulation of secretin that is used to enhance visualization in magnetic resonance cholangiopancreatography procedures that is in Phase III clinical trial. The company has a research collaboration with Massachusetts General Hospital for the treatment of ASH. Innovate Biopharmaceuticals, Inc. is based in Raleigh, North Carolina.",TRUE,https://www.sec.gov/Archives/edgar/data/1551986/000155198620000142/0001551986-20-000142-index.htm,"Central Bank"
"Zedge, Inc.",ZDGE,"NYSE MKT",0001667313,Technology,"Computer Software: Prepackaged Software",13663440,,0000121390020010455,https://www.sec.gov/Archives/edgar/data/1667313/000121390020010455/0001213900-20-010455-index.htm,8-K,2020-04-29,217900,,,39,"New York","New York",NY,10007,US,"New York-Newark-Jersey City, NY-NJ-PA",http://www.zedge.net,"Zedge, Inc. operates a digital publishing and content platform worldwide. Its platform enables consumers to personalize their mobile devices with free ringtones, wallpapers, home screen app icons, widgets, and notification sounds. The company was incorporated in 2008 and is based in New York, New York.",FALSE,,"Western Alliance Bank"
"Omnitek Engineering Corp.",OMTK,OTC,0001404804,"Consumer Cyclical","Motor vehicle parts and accessories",1237714,,0000144586620000470,https://www.sec.gov/Archives/edgar/data/1404804/000144586620000470/0001445866-20-000470-index.htm,8-K,2020-04-27,199000,,,8,Vista,California,CA,92081,US,"San Diego-Carlsbad, CA",http://www.omnitekcorp.com,"Omnitek Engineering Corp. develops and sells proprietary diesel-to-natural gas engine conversion systems and other products worldwide. The company offers conversion kits for converting diesel engines to run on an alternative fuel, including compressed natural gas, liquefied natural gas, renewable natural gas, and liquid petroleum gas; and natural gas engines and components, as well as high-pressure natural gas coalescing filters. Its products are used for stationary applications; and the transportation market, such as light commercial vehicles, minibuses, heavy-duty trucks, and municipal buses, as well as rail and marine applications. The company sells and delivers its products through its distributors, engine manufacturers, system integrators, fleet operators, and engine conversion companies, as well as directly to end-users. Omnitek Engineering Corp. was founded in 2001 and is headquartered in Vista, California.",FALSE,,Unidentified
"NioCorp Developments Ltd.",NIOBF,OTC,0001512228,"Basic Materials","Ferro-alloy ores (except vanadium)",115730080,,0000121390020009550,https://www.sec.gov/Archives/edgar/data/1512228/000121390020009550/0001213900-20-009550-index.htm,8-K,2020-04-20,196300,,,9,Centennial,Colorado,CO,80112,US,"Denver-Aurora-Lakewood, CO",http://www.niocorp.com,"NioCorp Developments Ltd. engages in the exploration and development of mineral deposits in North America. It owns and develops the Elk Creek niobium/scandium/titanium project located in Southeastern Nebraska. The company was formerly known as Quantum Rare Earth Developments Corp. and changed its name to NioCorp Developments Ltd. in March 2013. NioCorp Developments Ltd. was incorporated in 1987 and is headquartered in Centennial, Colorado.",FALSE,,"American National Bank"
"Puradyn Filter Technologies, Inc.",PFTI,OTC,0001019787,"Consumer Cyclical","Motor vehicle parts and accessories",917910,,0000155335020000424,https://www.sec.gov/Archives/edgar/data/1019787/000155335020000424/0001553350-20-000424-index.htm,8-K,2020-05-12,188542,,,13,"Boynton Beach",Florida,FL,33426,US,"Miami-Fort Lauderdale-West Palm Beach, FL",http://www.puradyn.com,"Puradyn Filter Technologies, Inc. designs, manufactures, markets, and distributes bypass oil filtration systems for use with internal combustion engines and hydraulic equipment that use lubricating oil worldwide. The company offers its products under the Puradyn brand name. Its Puradyn system cleans oil by providing a second circuit of oil filtration and treatment to continually remove solid and liquid contaminants from the oil through a filtration and absorption process. The company also manufactures replacement filter elements for the Puradyn system. Its products are marketed to various industries that include hydraulic applications, and other users of engines or equipment that utilize up to 50 weight oil for lubrication. The company sells its products directly, as well as through manufacturer's representatives, distributors, or other agents to OEMs, other distributors, and national accounts. It serves oil and gas services, power generation, construction and forestry, commercial marine, mining, and transportation industries. The company was founded in 1987 and is based in Boynton Beach, Florida.",FALSE,,"Bank of America"
